#Clade_name	CSM-7CZ2F	CSM5FZ3N	CSM5FZ3R	CSM5FZ3T	CSM5FZ3V	CSM5FZ3X	CSM5FZ3Z	CSM5FZ42	CSM5FZ44	CSM5FZ46	CSM5FZ4A	CSM5FZ4C	CSM5FZ4E	CSM5FZ4G	CSM5FZ4K	CSM5LLGB	CSM5MCTZ	CSM5MCU4	CSM5MCU8	CSM5MCUA	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUS	CSM5MCUW	CSM5MCUY	CSM5MCV1	CSM5MCV5	CSM5MCVB	CSM5MCVD	CSM5MCVF	CSM5MCVJ	CSM5MCVV	CSM5MCVZ	CSM5MCW4	CSM5MCWA	CSM5MCWI	CSM5MCWK	CSM5MCWM	CSM5MCWS	CSM5MCXB	CSM5MCXF	CSM5MCXX	CSM5MCXZ	CSM5MCYI	CSM5MCYM	CSM5MCYO	CSM5MCYQ	CSM5MCYU	CSM5YRY7	CSM67U9H	CSM67U9P	CSM67U9R	CSM67U9T	CSM67U9V	CSM67U9X	CSM67UAI	CSM67UB5	CSM67UB7	CSM67UB9	CSM67UCU	CSM67UEP	CSM67UET	CSM67UEW	CSM67UF1	CSM67UH3	CSM6J2H9	CSM79HG7	CSM79HGD	CSM79HGF	CSM79HGH	CSM79HGJ	CSM79HGL	CSM79HGN	CSM79HGR	CSM79HGV	CSM79HH2	CSM79HHW	CSM79HJ2	CSM79HJ4	CSM79HJ6	CSM79HJ8	CSM79HJC	CSM79HJI	CSM79HLY	CSM79HM5	CSM79HM9	CSM79HNG	CSM79HNY	CSM79HPM	CSM79HPQ	CSM79HQR	CSM79HQT	CSM7KOKH	CSM7KOKL	CSM7KOKP	CSM7KOMR	CSM7KOMV	CSM7KONS	CSM7KONW	CSM7KONY	CSM7KOQ5	CSM7KOQP	CSM7KOQZ	CSM7KOR4	CSM7KOR8	CSM7KOU7	CSM7KOUJ	ESM5GEYU	ESM5GEYW	ESM5GEYX	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5GEZ4	ESM5GEZ6	ESM5GEZA	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEAB	ESM5MEB9	ESM5MEBA	ESM5MEBP	ESM5MEC7	ESM5MEDP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM5MEEJ	ESM718U9	ESM7F5AE	HSM5FZBP	HSM5FZBQ	HSM5FZBR	HSM5FZC2	HSM5MD3L	HSM5MD43	HSM5MD44	HSM5MD47	HSM5MD49	HSM5MD4A	HSM5MD4B	HSM5MD4P	HSM5MD4U	HSM5MD4W	HSM5MD57	HSM5MD59	HSM5MD5B	HSM5MD5D	HSM5MD5F	HSM5MD5H	HSM5MD5K	HSM5MD5X	HSM5MD5Z	HSM5MD6E	HSM5MD6G	HSM5MD6I	HSM5MD6K	HSM5MD6O	HSM5MD6S	HSM5MD6U	HSM5MD7W	HSM5MD7Z	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8B	HSM5MD8D	HSM5MD8F	HSM5MD8H	HSM5MD8J	HSM5MD8L	HSM5MD8N	HSM5MD8P	HSM5MEE5	HSM67VCX	HSM67VDR	HSM67VDT	HSM67VDX	HSM67VFX	HSM67VG2	HSM67VG6	HSM67VGA	HSM67VGE	HSM67VGI	HSM67VIJ	HSM6XRQB	HSM6XRQC	HSM6XRQE	HSM6XRSX	HSM6XRSZ	HSM6XRT2	HSM6XRT4	HSM6XRT6	HSM6XRTA	HSM6XRTC	HSM6XRTE	HSM6XRTG	HSM7CYWS	HSM7CYYR	HSM7CYYV	HSM7CYYZ	HSM7CZ1T	HSM7CZ2J	HSM7CZ2L	HSM7CZ2V	HSM7CZ2X	HSM7J4JT	HSM7J4JV	HSM7J4JW	HSM7J4Q3	HSMA33J1	HSMA33NG	HSMA33P2	MSM5FZ9N	MSM5FZ9Q	MSM5FZ9V	MSM5FZ9X	MSM5FZA2	MSM5LLD6	MSM5LLE3	MSM5LLE9	MSM5LLF2	MSM5LLFG	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLGD	MSM5LLGF	MSM5LLGH	MSM5LLGJ	MSM5LLGN	MSM5LLGR	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHV	MSM5LLHX	MSM5LLI2	MSM5LLI4	MSM5LLI6	MSM5LLI8	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLII	MSM5LLIK	MSM5LLIM	MSM5LLIQ	MSM5LLIS	MSM5ZOJY	MSM633FF	MSM6J2JF	MSM6J2JH	MSM6J2M3	MSM6J2N6	MSM6J2PQ	MSM6J2RG	MSM79H52	MSM79H8J	MSM79H94	MSM79H9U	MSM79HBX	MSM79HCN	MSM79HD6	MSM79HD8	MSM79HF1	MSM9VZFJ	MSM9VZJF	MSM9VZJJ	MSM9VZLX	MSM9VZM4	MSM9VZMQ	MSM9VZN4	MSM9VZNV	PSM6XBQM	PSM6XBRK	PSM6XBRM	PSM6XBS2	PSM6XBS4	PSM6XBS6	PSM6XBSC	PSM6XBSE	PSM6XBSG	PSM6XBTF	PSM6XBTH	PSM6XBTJ	PSM6XBTN	PSM6XBTZ	PSM6XBVY	PSM6XBW1	PSM7J13U	PSM7J13Y	PSM7J143	PSM7J149	PSM7J19X	PSM7J1B3	PSM7J1BN	PSM7J1C2	PSM7J1CK	PSM7J1CO	PSM7J1CS	PSMA2651
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Anaeroglobus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae|g__Pseudomonas|s__Pseudomonas_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01516	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_sp_D13|t__GCF_000162275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.11282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.76394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus	0.94011	0	0	0	0	0.01189	0	0	0.00136	0	0.04155	0	0.58677	0.59221	0.60532	0	0.61763	0.0003	1.09215	0.03997	0.10962	0.06969	0.34723	0.11434	1.16603	1.0651	0.28603	0.40227	0	0	0	0.05549	0	0	0	0	0	0.07742	0.08909	0.18948	0.34899	0	4.39497	0	0.28278	0.33765	1.84757	0.85965	0.39881	3.09269	0.02139	0	0.11056	0	0	0	0.35125	1.72305	0	3.1339	0.08644	0	0.1138	0.604	0.98674	2.77298	3.49654	0	2.77135	0.96708	0	0	0	0	0	0	0	0	0.0746	0	0	0	0	0	0	1.19362	0	0.45211	1.03532	0	0.67958	0	0	1.18881	0.3415	0	0.00174	0	0.90963	1.47115	0	0	0	0	0	0	0	0	1.17949	0.37171	0.00975	0.15138	0.04067	0	0.22928	0.24233	0	0.15741	0	0	0	0	0	0	0	0.00439	0	0	0.159	0.20506	0	0	0	0	0	0.09944	0	0	0	0	1.11184	0	0	0	7.06754	0.44245	0.08979	0	0	0	3.92075	0.48684	0.38232	2.80649	0.7018	0	0	0.13411	0	0.24333	0	0.28367	0.78497	0.00438	0.1051	0.22873	0	0	0.34983	0.36476	0.00664	0.01224	0	0	6.33711	0	0.03939	0.00449	0	0	0	0	0.19824	0.83569	0	0	3.28309	0.55654	0.51303	0	0.8659	0	0	0	0.95141	3.17136	0	0	1.77376	0.03437	0.02685	0.0102	0.00827	0.02902	0	0	0	0.69809	0.47861	0.43133	0.46007	0	0	0	0	0.00059	8.09649	0	0	0	0.55191	0	0	0.0004	0	0.2926	4.3042	0	0	0	0	0	0	0.03178	0.00021	0	0.02294	0	0.79471	0.00884	0.00398	0.31326	0.18502	0	0.41279	0.44672	0.465	0	0.6461	0.27886	0	0	0	0	0	0.07918	2.01612	0.44024	0	1.39337	2.42905	0	0	1.92803	0	1.83327	0.7861	1.94253	0	12.67586	0	39.44343	0.74632	0	1.22506	0	0.0063	0	0.00172	7.3371	0.02807	1.39289	0	0	0	0.61849	0	1.92506	0	0.18122	0.21425	0	0.56733	0	0.03158	0	0	0.01593	0	0	0	0.41058	6.74364	0.17532	0	0	0	0	0	0.01857	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00177	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05744	0	0	0.68466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30452	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_bivia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.64905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02281	0	0	0	0	0	0	0	0	0	0	0	0.00486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0	0	0	0.03922	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00956	0.00349	0	0	0	0	0.48012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05517	0	0	0	0	0	0	0	0	0	0	1.48554	0	0	0.00594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__GCF_000154425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14262	0.26049	0.20322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89107	0	0	0	0	0.48818	0	3.31471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_ATCC_BAA_442|t__GCF_000466445	0	0	0	0	0	0	0	0	0	0	0.56492	0	0	0	0	0	0	1.37551	2.23548	1.23471	2.01069	0.58844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66126	0	0	0	0	1.36783	0	0	0	0	0	0	0	0	0	1.48689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_atypica	0	0	0	0	0.00249	0	0	0	0	0	0	0	0	0	0	0.01048	0	0	0	0	0	0	0.01544	0.00163	0	0	0	0	0	0.46236	0	0	0	0	0	0.00426	0	0.00479	0	0	0	0	0.31507	0	0	0	0.1903	0.19039	0.1482	0.28198	0	0	0	0	0	0	0	0	0.0282	0	0	0	0	0.61155	0.02002	0.21049	0.16006	0	0	0	0	0	0	0	0	0	0	0	0	0.08604	0	0	0	0	0.04283	0	0	0	0.26152	0	0	0	0	1.21121	0.37489	0	0	0	0.58879	0.08173	0	0	0	0	10.97756	0	0.00966	0	0	0	0.68	0.01406	0.26055	0.12968	0.5423	0.12806	0.42699	0.02598	0.45204	0.05044	0.00389	0.00669	0.46256	0.00383	0	0.00156	0	0.25931	0.05464	0.06998	0.17391	0.28765	0.01305	0.38011	0	0	0	3.36563	0	0.08956	0	0.00075	0.79262	0	0.04528	0.01527	0.04072	0.28471	0.1585	0.12441	0	0.0608	0.09428	0	0	0	0	1.01266	0	0	0	0	0	0.01804	0.03229	0	0.05378	0.00573	0	0.07324	0.04284	0	0	0	0.03648	0	0	0	0	0	0	0.00375	0	0	0.01618	0	0.04031	0	0	0	0	0	0.27237	0	0.00521	0	0	0.00673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46849	0	0.13957	0	0	0	0.4413	0.05202	0	0.00735	0.04941	0	0.05728	0	0.05063	0	0	0	0.04697	0	0	0	0.0003	0.0146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00042	0	0.18987	0	0.02617	0.0433	0	0.12375	0	0	0	0	0	0.06218	0	0	0	0	0	0	0	0	0	0.01054	0.06491	1.59692	0.00975	0.02963	0	0.02139	0	0	0.39787	0	0	0	0	0	0	0.13971	0	0.22477	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.2417	0	0	0	0	0	0	0	3.27339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_fragilis	0.29992	1.37421	1.05455	18.28148	7.8675	24.06003	30.49402	15.77799	22.86505	25.10307	0	12.82656	0	0	0	0	0.66668	0	0.22589	0	0.00967	0	1.93205	1.22602	0.21953	0.14264	0.05565	0.15116	0	0	0	4.36968	1.29782	45.05127	0.32124	0.00175	0	0.02625	4.52383	0	0.16331	0	1.52213	3.36345	0	0	2.91683	2.50567	1.09341	2.16309	0	15.16083	0	0	0	0.00309	4.92647	0.00306	0	0	0	0	1.9301	3.22559	1.96176	1.0052	1.5162	0.89281	0.35257	3.6626	0	0	0	0	0	0	1.51602	1.03296	0.18683	3.06143	0	0	0.45415	0	0.00564	19.8884	1.10073	3.60793	0.55484	31.26247	0	0	0.21493	0	1.74301	0	0.08	0	1.78087	3.25351	0.44054	0.87349	0.21244	0	0	0	0	0	0.47507	0	18.49748	2.0332	0	20.99312	23.77293	12.9388	0	0	0	0	0	6.9119	0	0	0	0	0	8.67902	4.45293	0.0131	0	0.00229	0.00098	0	21.81274	0.47112	10.29632	2.49847	5.59932	9.53594	0.77445	1.84271	0.99223	2.20396	19.4092	7.0536	17.44031	3.85499	0	0.0136	0.00515	0.00852	0	0	0.11744	11.59063	1.53144	3.3803	0	0	0	0	0	0	0	0.11837	2.86566	6.17749	0.11348	0.4179	1.61864	0.01059	0	0	0	1.42358	0.00423	0.02636	0.05621	0	7.11	0.05503	0	1.3917	0	61.13634	9.07464	0.08768	0.01428	0.00659	0.77816	0	53.37481	0	0.10147	0.01172	5.06588	7.5932	0.00942	0.01487	0	0.04931	0.00113	0.05267	0.65639	0	0.02791	2.20191	0	0.05348	0.44165	0	0.11515	0	0.89842	0.09117	0	2.61841	0	0.29912	0.02141	0	0.14312	0	6.42137	0	0	0.31474	0.00784	0	0	0	4.31031	0	0	0	0	0	0	1.19968	0.42436	0.16161	0.26871	0	0.03076	0.08755	0.05345	5.91452	1.16457	0	5.49395	8.22769	4.68643	9.9702	7.40965	0.00435	1.13662	1.76364	0.22527	3.14775	3.37472	4.59135	0.72115	0	0	1.24933	0.74303	0	0	0	0	0	0.00094	3.93403	0.00268	0.05122	0	0.00841	0.12386	0	0.14426	0.21759	0	0	17.03165	0	0	0	0	0	11.15795	0	0	0	0	13.1881	0.83905	0	0	0	0	0.01711	0.13861	0.80328	0	0	0.0492	0	0	0.51611	0	0	0	0	0	3.18645
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37017	0	0.01088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22811	0.00513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00489	0	0	0	0	0	0	0	0.27155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01868	0.09947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05327	0	0	0	0.3854	0	0	0	0	0	0	0	4.16638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54768	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Clostridiales_noname|s__Clostridiales_bacterium_1_7_47FAA	0	0.18117	0.38035	0.01665	0.04236	0	0.03498	0.14978	0.02243	0.00144	0	0.00696	0.03616	0.08794	0.05673	0.05281	0.00062	0.00621	0.04365	0.00121	0.01339	0.02188	0	0.0034	0.01495	0.00111	0.00694	0.00435	0	0	0	0.161	0.02123	0.01688	0.18109	0.00471	0.00331	0	0.11807	0.01108	0.01617	0	0.00116	0	0.00107	0.01005	0	0.00233	0	0	0	0.38176	0	0.03163	0.0023	0.04658	0	0	2.02339	0	0	0.06158	0	0	0	0	0.00042	0	0	0	0.00998	0	0	0	0	0	0	0	0.01039	0	0	0.00856	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0.01265	0	0.01717	0	0	0	0	0	0	0	0	0	0	0	0.07782	0.14209	0	0.02888	0.02742	0.00322	0.02175	0.1131	0.00128	0	0	0	0	0.04539	0.0465	0	0	0	0	0	0	0	0	0.0084	0	0.00927	0	0	0	0	0.04747	0	0	0	0.00335	0.01058	0	0	0	0.01906	0.02893	0	0	0.00405	0.02502	0	0	0.03924	0	0.00255	0	0.0091	0.00336	0	0	0.00514	0	0	0.03049	0	0	0.01318	0	0.02662	0	0.05579	0	0	0.00165	0	0	0	0	0.00179	0	0.00579	0	0.02726	0.01958	0	0	0.13149	0	0	0.01193	0	0	0.00331	0.03619	0.01845	0	0.10003	0.00174	0	0	0	0.01377	0.02634	0	0	0.00117	0	0	0	0	0	0	0.00331	0.01021	0.67518	0.24277	0	0.16069	0.41192	0	0.59783	0	0.85142	0.01416	0	0	0	0	0.00662	0.00234	0.00203	0	0.01731	0.06874	0.01157	0	0	0	0	0	0	0	0	0.01993	0	0	0	0	0	0	0.02557	0	0	0	0.01637	0.01367	0	0	0.23281	0.00298	0.00514	0	0	0	0.0416	0.06704	0.0243	0.02558	0	0	0	0	0	0	0	0.00975	0	0.11615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00661	0.01838	0.05542	0	0	0.92266	0	0	0	0	0	0.05406	0.01633
