#Clade_name	CSM5FZ3T	CSM5FZ46	CSM5FZ4C	CSM5FZ4G	CSM5FZ4K	CSM5FZ4O	CSM5LLGB	CSM5MCTZ	CSM5MCU4	CSM5MCU6	CSM5MCU8	CSM5MCUC	CSM5MCUE	CSM5MCUG	CSM5MCUK	CSM5MCUQ	CSM5MCUU	CSM5MCUW	CSM5MCUY	CSM5MCV1	CSM5MCV3	CSM5MCVJ	CSM5MCVV	CSM5MCWI	CSM5MCWM	CSM6J2H9	ESM5GEYU	ESM5GEYW	ESM5GEYY	ESM5GEZ1	ESM5GEZ3	ESM5ME9D	ESM5ME9G	ESM5ME9H	ESM5MEA7	ESM5MEA9	ESM5MEBA	ESM5MEBP	ESM5MEDZ	ESM5MEE2	ESM5MEE6	ESM5MEEB	ESM5MEEJ	ESM5MEET	HSM5FZBP	HSM5FZBQ	HSM5FZBU	HSM5FZC2	HSM5MD47	HSM5MD4A	HSM5MD4B	HSM5MD4S	HSM5MD4U	HSM5MD51	HSM5MD57	HSM5MD59	HSM5MD5K	HSM5MD82	HSM5MD87	HSM5MD8A	HSM5MD8N	HSM5MD8P	HSM5MEE5	MSM5FZ9X	MSM5LLD8	MSM5LLFG	MSM5LLFK	MSM5LLFM	MSM5LLFO	MSM5LLFU	MSM5LLGD	MSM5LLGH	MSM5LLH2	MSM5LLH4	MSM5LLH8	MSM5LLHA	MSM5LLHE	MSM5LLHG	MSM5LLHI	MSM5LLHM	MSM5LLHO	MSM5LLHQ	MSM5LLHR	MSM5LLHV	MSM5LLHX	MSM5LLI6	MSM5LLIC	MSM5LLIE	MSM5LLIG	MSM5LLIK	MSM5LLIQ	MSM5LLIS	MSM5ZOJY
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales	0	2.91043	2.9824	0	0	0	0	0	0	6.14855	2.84293	0.01324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54217	0.49518	0	0	0	0	0	1.4022	0	0.01928	0	18.36894	1.94523	0.42394	0	0	0	0	0	0	0	0	1.47677	0.01772	0.03851	0.38544	0	0	0	0	0	1.24889	0	0	0.24616	0	0	0	0	0	0.00017
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_distasonis	0	0.07045	0	0.00258	0.28082	0.07094	0	0	0	1.44388	0.11115	0.00488	0	0	0	0.02829	0.19509	0	0.22445	0	0	0	0.97357	0	0	0	0	0	0	0	0	0.13773	0	0.51362	0	0	0	0	0.13518	0.45559	0.08034	0.22918	0	0	0.25515	0.30203	0.86583	0	0	0.1883	0	0	0	0.86106	0.0606	0	0	0	0.14483	1.19643	0	0.07685	0	0.01277	1.52178	0	0	0	0	0	0	0	0.00011	0	0.48205	0.63716	0.26258	0.11382	0.00166	0	0	0	0	0	0.6143	0.45898	0.4249	0.01355	0	0	0	0.00135	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Carlavirus|s__Garlic_common_latent_virus|t__PRJNA78925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.78271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.82177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister	0	0	0	0	0.05373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02402	0	0	0	0	0	0	0.01988	0	0	0	0	0	0	0	0	0	0	0.01359	0	0	0	0	0	0	0	0	0	0	0.01109	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0.00437	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium|s__Faecalibacterium_prausnitzii|t__Faecalibacterium_prausnitzii_unclassified	0	12.13013	2.84085	0.08856	0.55327	0.42578	0.07718	0.02314	50.37694	1.1201	0.26572	0.01606	2.93186	2.28563	0.78908	2.6179	22.71501	2.19673	0.5162	0	32.06353	15.13889	8.75591	0	1.39085	0.19062	5.18955	0.06961	11.26954	0.4334	14.29416	10.70638	7.14034	0.35082	0	0.70966	0	12.43806	2.60339	15.40561	19.43897	6.36366	18.87314	0.28065	4.95392	0.37038	2.46856	0.06722	0	1.24953	2.13799	0	0	1.40102	0.78196	16.99735	0.18219	2.63294	20.79222	6.77178	0	8.92438	36.26438	2.32302	8.07088	5.95729	2.74318	0.4807	6.7999	1.48286	0	0.3071	0.00754	1.01692	1.28048	5.18483	9.02723	2.74341	0.01935	2.83406	0	40.56406	3.85854	0.47756	12.5711	0.46864	4.70437	2.6458	4.09149	0.80196	2.4445	3.16427	0.00121
k__Bacteria|p__Acidobacteria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02559	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Luteoviridae|g__Polerovirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29408
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_pneumoniae|t__Klebsiella_pneumoniae_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viroids|p__Viroids_noname|c__Viroids_noname|o__Viroids_noname|f__Pospiviroidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii|t__GCF_000210575	0	0	0	0	0	0	0	0.00285	0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2133	0	0.25223	0	0	0	0	0	0.0758	0	0	0	0	0	0	0	0	0	0	0	0	0.56384	0	0.34747	0.52376	0	0	0	0	0	0	0	0	5.22051	0.03362	0	0	0	0.06177	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_uniformis|t__Bacteroides_uniformis_unclassified	0	1.16915	6.78557	0.1636	0.07173	0.5519	0	0.01663	1.60214	8.48627	0.987	0.01022	0.82914	0.06803	0	0.60301	8.4992	10.83578	0.25985	1.36966	2.35204	0	0.54967	0	0.10967	0.14588	1.25531	0	0	0	0.54601	0.80545	0.14429	2.79136	0	0	0	0.83376	0	0	0	0	0.91944	0	0.07098	0.32696	5.44789	0.08068	0	0	0.45118	24.13255	52.40014	1.00824	0.1322	0.43163	0	0.73085	7.11402	0	0	0.5048	0	0	0	6.27108	2.38422	0.55003	9.22143	0.93745	0	0.82153	1e-05	0.15195	3.27618	0	1.42456	0.18894	0.00478	0	0	0.57422	1.56226	10.29275	0	0	0.85122	1.41315	1.14255	0.8184	0	0.39562	0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_breve	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Parabacteroides|s__Parabacteroides_merdae|t__Parabacteroides_merdae_unclassified	0	0	0	0	0	1.01313	0	0.00645	0.02688	9.08789	1.78429	0	0.66614	0.00372	0	3.73153	0	19.94273	4.62186	0	0	0	0	0	0.35633	0.11084	0	0.45508	5.36475	0	0	2.07019	0	3.87709	0	0	0	0	0	0	0	0	1.99532	0	0	0	0	0	0	0.39651	0.03489	0	0	0.60633	0.45711	1.27868	0	0	2.83087	0	0	0.37135	0	0	0	9.98637	0	0	0.03668	4.80113	0	0	0	0.12856	4.04736	0	0	0	0	0	0	0	1.28742	0	0.62658	0.19994	0	1.73489	1.36792	0.11964	0	0.2508	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri	0	4.64576	0	0	0.30785	0	0	0	0	0	0	0	20.22757	0	0	0	0.02055	0	0	0	0.00938	0	0	0	0.00098	0	0	0.03401	1.48234	0	0	0	0	0.00493	0	0	0	0	0	0	0	0	0	0	10.44496	5.72218	0	0	0	0	20.8065	0	0	19.43452	0	0	0	0	0	0	0	28.76481	0	0	0	0	0	0	0	0	0	0	0.02073	3.60807	0.01586	42.15303	0	0	0.08675	0	0.00349	0	0	0	0	0	0	0	0	0	0	24.04265	0
k__Archaea|p__Euryarchaeota	0	0	0	0	0	0	0	0	0	0	0	0	2.41807	0	0	0.05569	0	0	0	0	0	0	0	0	0	0	0	0.00642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18573	0	0	0	0	0	0	0	0	0	0	0	0.06507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_clara	0	0	0	0	0	0	0	0.00104	0	0	0	0	0	0.01432	0	0	0	0	0	0	0	0	0	0	0	0.01527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_ulcerans|t__Fusobacterium_ulcerans_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5368	0	0.41785	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00639	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_noname|g__Bacteroidales_noname	0	0	0	0	0	0	0	0	0.00896	0	0	3e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42655	0	0	0	0.19522	0	0	0	0	0	0	0	0.00408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01171	0.09731	0	0.3136	0	0	0	0.04255	0.162	0.09573	0.72146	0.02121	0.05298	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_noname|g__Flavonifractor	0	0	0	0	0	0	0	0	0	0	0.02684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00322	0.01764	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Closteroviridae|g__Crinivirus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45.61612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Trichovirus|s__Apple_chlorotic_leaf_spot_virus|t__PRJNA14658	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Dialister|s__Dialister_invisus|t__GCF_000160055	0	0	0	0	0.05373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02402	0	0	0	0	0	0	0.01988	0	0	0	0	0	0	0	0	0	0	0.01359	0	0	0	0	0	0	0	0	0	0	0.01109	0	0	0	0	0	0	0	0	0	0	0	0.00125	0	0	0	0	0	0.00437	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Luteoviridae|g__Polerovirus|s__Cucurbit_aphid_borne_yellows_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29408
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__Dorea_formicigenerans_unclassified	0	0	0	0	0	0	0	0.00387	0	0	0	0	0	0.31506	0	0	0.0148	0	0	0	0.41775	0	0	0	0	0	0	0	0	0	0	0.00599	0	0	0	0	0	0.00287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22984	0	0	0	0.00443	0.00137
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	0.05592	0	0	0	0.00429	0	0	6e-05	0.0924	0.10833	0	0	0	0	0	0	0	0	0	0	0.01901	0	0.45974	0	0	0	1.08226	0.00027	0	0	0.00315	0.285	0	0	0.01605	0	0.54312	0	0.03838	0.0599	0.1428	0.07535	0.00279	0	0.02303	0.21135	1.29364	0	0	0	0	6.64695	4.80399	0	0	0	0	0	0	0.04921	0	0	0	8.13896	0.45256	0	0.38234	0	0	0	0	0.45649	0	0	0	0.26367	0	0	0	0	0.48516	0	0	0	0.01884	0.07664	0	0	0	0	0	0	0.01855
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_noname|s__Lachnospiraceae_bacterium_2_1_58FAA|t__GCF_000218465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Deinococcus_Thermus|c__Deinococci	0	0	0	0	0	0	0	0	0	0	0.03162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03406	0	0	0	0	0	0	0	0	0.01058	0	0	0	0	0	0	0	0	0	0.03286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	0	0	0	0.0175	0.05373	0	0	0	0	0	0	0	2.39642	0	0	0	1.11303	0	0	0	0.01543	1.41975	10.56506	0	0	0	0.29241	0	0	0	0	0	0	0	0	0	0	0.10489	0.04072	0.97649	0.00282	0	0	0	3.25489	3.16985	3.60996	0.07053	0	0	0	1.66245	0.5464	0	0	0.01359	0	2.38333	1.40138	0.10617	0	1.76735	0	0	0.01697	0	0.45612	0	0.28511	8.16999	3.82734	0	0.00181	0.36214	0	0	0	0	0.03488	0	0.00186	0	0	11.97418	0.00437	0	0	0	0	0	0	1.88755	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus	0	0	0	0	0	0	0	0	0	0	0	0.00032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0085	0	0	0	0	0	0	0	0	0.04199	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Tombusviridae	11.38497	0	0	0	3.25351	10.55013	0	0.00983	0	0	11.89077	0	0	0	34.31889	0	0	0	0	0	0	22.10309	0.86716	0	1.40126	0	0	0	0	0	0	0.17087	0	0	75.47867	19.70916	0	0	0.78716	0	0	0	0	0	1.01415	0	1.12121	0	0	0	8.88496	0	9.16941	0	0.2399	0	0	0	0	0	1.29868	0	0	3.78884	0	3.46703	0	9.21215	25.77511	0	0	0	99.8447	77.09507	0	0	0	2.40877	97.42361	0	76.63412	0	0	2.56589	5.01359	0	0	0	0	0	0	2.06979	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	0	1.81336	0.42355	0.04301	0.10119	0.35616	0.03726	0	2.67249	2.75595	6.16979	0.00103	0	0.0207	0	0.14504	0.81393	4.67739	0.00665	0	6.30936	0	0.00327	0.28704	0.07982	0.46281	0.03757	0.00616	0	0	0.2351	0.22063	0	5.77295	0	0	0.56882	0.10841	0	0	0	0	1.55522	0	0.53449	0	0	0.10117	0	2.93732	0.70142	0	0	3.31252	0.04155	1.10712	0	0.5228	0.31231	0	0	0.18019	0	5.34269	0.48378	9.72674	0	0	0	0.49286	5.22254	2.00598	4e-05	0.02921	4.21958	0.04103	0.35094	0.07438	0.00978	4.73791	0.37882	0.44188	0.07503	0.44713	1.9247	2.22053	0.36211	0.43298	0.54863	0.54482	0	0.12426	0.06587
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae	0	0	0	0.02629	0	0	0	0.00847	0	0	0	0.00122	0	0.29083	0	0	0.60566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67879	0	0	0	0	0.00828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12309	0	0	0	0	0	0	0	0	0.38812	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_hathewayi|t__Clostridium_hathewayi_unclassified	0	0	0	0	0	0	0	6e-05	0.0904	0.10833	0	0	0	0	0	0	0	0	0	0	0	0	0.03711	0	0	0	0.54021	0	0	0	0	0.00076	0	0	0	0	0.00224	0	0	0	0	0	0.00279	0	0	0	0.02023	0	0	0	0	3.96151	4.11644	0	0	0	0	0	0	0.03489	0	0	0	2.61153	0.06338	0	0.34657	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00341	0	0	0	0	0	0	0	0	0	0	0	0.01079
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_salyersiae|t__Bacteroides_salyersiae_unclassified	0	0	0	0.02629	0	0	0	0.00847	0	0	0	0.00122	0	0.29083	0	0	0.60566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67879	0	0	0	0	0.00828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12309	0	0	0	0	0	0	0	0	0.38812	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Tymovirales|f__Betaflexiviridae|g__Capillovirus|s__Apple_stem_grooving_virus	0	0	0	0	0	0	0	0.00323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pseudomonadales|f__Moraxellaceae|g__Acinetobacter|s__Acinetobacter_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02376	0	0	0	0.32141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Viruses_noname|g__Umbravirus|s__Carrot_mottle_virus	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_obeum|t__Ruminococcus_obeum_unclassified	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04972	0	0	0.50791	0	0	0	0.17614	0	0	0	0	0	0	0	0	0	0	0.01791	0	0	0	0	0	0	0.17582	0	0.10718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00591	0	0.38816	0	0	0.17123	0.62198	0.89768	0	0	0	0.00066	0.06698	0	0	0	0.00503	0	0	0	0.00537	0	0	0	0	0	0.87961	0.00816	0.03041	0.02235	0.04736	0.01673
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Endornaviridae|g__Endornavirus|s__Oryza_sativa_endornavirus|t__PRJNA16239	2.03044	0	1.1469	0	0	0	0	0	0.18732	0	0	0	0	0	0	0	0	0	0	0.07852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58029	0	0	0	0	0	0	0	0.33427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.72114	0	0	0	0	0	0.04704	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__GCF_000210555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01525	0.01474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01261	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_siraeum|t__Eubacterium_siraeum_unclassified	0	2.60295	0	0.00888	0	0	0	0	0	0	0	0	0	0	0	0	0.08421	0	0	0	0	0	0	0	0	0	0	0.0417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.16148	0.30661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.26544	0.10208	0	0	0	0	0	0	0
k__Viruses|p__Viruses_noname|c__Viruses_noname|o__Viruses_noname|f__Bunyaviridae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
